Date,WaterLevel
15/01/2019,29.53
15/01/2019,29.49
15/01/2019,30
15/01/2019,29.7
15/01/2019,29.62
15/01/2019,29.44
15/01/2019,29.41
15/01/2019,29.38
15/01/2019,29.43
15/01/2019,29.68
15/01/2019,29.58
16/01/2019,29.42
16/01/2019,29.54
16/01/2019,29.62
16/01/2019,29.69
16/01/2019,29.41
16/01/2019,29.56
16/01/2019,29.56
16/01/2019,29.84
16/01/2019,29.76
16/01/2019,29.42
16/01/2019,29.69
16/01/2019,29.81
16/01/2019,29.5
16/01/2019,29.5
16/01/2019,29.84
16/01/2019,29.9
16/01/2019,30.07
16/01/2019,29.89
16/01/2019,29.88
16/01/2019,29.99
16/01/2019,30.23
16/01/2019,30.07
16/01/2019,30.08
16/01/2019,30.08
17/01/2019,30.12
17/01/2019,29.78
17/01/2019,29.63
17/01/2019,29.56
17/01/2019,29.9
17/01/2019,30.24
17/01/2019,30.19
17/01/2019,30.38
17/01/2019,30.23
17/01/2019,29.93
17/01/2019,29.87
17/01/2019,29.54
17/01/2019,29.43
17/01/2019,29.68
17/01/2019,29.62
17/01/2019,29.48
17/01/2019,29.68
17/01/2019,29.58
17/01/2019,29.34
17/01/2019,29.12
17/01/2019,29.16
17/01/2019,28.88
17/01/2019,28.93
17/01/2019,29.02
18/01/2019,28.99
18/01/2019,28.91
18/01/2019,28.91
18/01/2019,28.71
18/01/2019,28.55
18/01/2019,28.89
18/01/2019,28.45
18/01/2019,28.64
18/01/2019,28.85
18/01/2019,28.78
18/01/2019,28.17
18/01/2019,28.34
18/01/2019,28.38
18/01/2019,28.14
18/01/2019,28.64
18/01/2019,29.11
18/01/2019,29.09
18/01/2019,28.97
18/01/2019,29.06
18/01/2019,28.88
18/01/2019,28.68
18/01/2019,28.85
18/01/2019,28.52
18/01/2019,28.81
19/01/2019,28.66
19/01/2019,28.48
19/01/2019,28.37
19/01/2019,28.49
19/01/2019,28.48
19/01/2019,28.54
19/01/2019,28.23
19/01/2019,28.69
19/01/2019,28.52
19/01/2019,28.43
19/01/2019,28.03
19/01/2019,28.08
19/01/2019,27.83
19/01/2019,28.38
19/01/2019,28.63
19/01/2019,28.72
19/01/2019,28.92
19/01/2019,28.62
19/01/2019,28.89
19/01/2019,28.64
19/01/2019,28.52
19/01/2019,28.32
19/01/2019,28.66
19/01/2019,28.65
20/01/2019,28.65
20/01/2019,28.6
20/01/2019,28.78
20/01/2019,28.53
20/01/2019,28.46
20/01/2019,28.46
20/01/2019,28.53
20/01/2019,28.43
20/01/2019,28.58
20/01/2019,28.62
20/01/2019,28.55
20/01/2019,28.37
20/01/2019,28.44
20/01/2019,28.49
20/01/2019,28.61
20/01/2019,28.73
20/01/2019,28.98
20/01/2019,28.93
20/01/2019,28.63
20/01/2019,28.75
20/01/2019,28.8
20/01/2019,28.63
20/01/2019,28.88
20/01/2019,28.93
21/01/2019,28.74
21/01/2019,28.52
21/01/2019,28.21
21/01/2019,28.33
21/01/2019,28.23
21/01/2019,28.66
21/01/2019,28.94
21/01/2019,28.85
21/01/2019,28.89
21/01/2019,28.64
21/01/2019,28.27
21/01/2019,28.33
21/01/2019,28.52
21/01/2019,28.64
21/01/2019,29.08
21/01/2019,28.9
21/01/2019,28.86
21/01/2019,28.88
21/01/2019,28.76
21/01/2019,28.88
21/01/2019,28.54
21/01/2019,28.79
21/01/2019,28.63
21/01/2019,28.44
22/01/2019,28.64
22/01/2019,28.37
22/01/2019,28.53
22/01/2019,28.33
22/01/2019,28.08
22/01/2019,28.61
22/01/2019,28.12
22/01/2019,28.53
22/01/2019,28.33
22/01/2019,28.23
22/01/2019,28.32
22/01/2019,28.47
22/01/2019,28.5
22/01/2019,28.44
22/01/2019,28.66
22/01/2019,28.9
22/01/2019,28.86
22/01/2019,28.85
22/01/2019,28.68
22/01/2019,28.77
22/01/2019,28.89
22/01/2019,28.55
22/01/2019,28.84
22/01/2019,28.63
23/01/2019,28.78
23/01/2019,28.76
23/01/2019,28.72
23/01/2019,28.68
23/01/2019,28.59
23/01/2019,28.84
23/01/2019,28.53
23/01/2019,28.51
23/01/2019,28.47
23/01/2019,28.3
23/01/2019,28.57
23/01/2019,28.65
23/01/2019,28.63
23/01/2019,28.63
23/01/2019,28.59
23/01/2019,28.63
23/01/2019,28.84
23/01/2019,29.1
23/01/2019,28.89
23/01/2019,28.98
23/01/2019,28.8
23/01/2019,28.95
23/01/2019,28.87
23/01/2019,28.66
24/01/2019,28.95
24/01/2019,28.8
24/01/2019,28.67
24/01/2019,28.58
24/01/2019,28.22
24/01/2019,28.13
24/01/2019,28.42
24/01/2019,28.44
24/01/2019,28.53
24/01/2019,28.18
24/01/2019,28.1
24/01/2019,28.32
24/01/2019,28.12
24/01/2019,28.29
24/01/2019,28.24
24/01/2019,28.23
24/01/2019,28.44
24/01/2019,28.59
24/01/2019,28.58
24/01/2019,28.3
24/01/2019,28.44
24/01/2019,28.43
24/01/2019,28.6
24/01/2019,28.66
25/01/2019,28.58
25/01/2019,28.39
25/01/2019,28.64
25/01/2019,28.48
25/01/2019,28.34
25/01/2019,28.59
25/01/2019,28.47
25/01/2019,28.28
25/01/2019,28.37
25/01/2019,28.48
25/01/2019,28.28
25/01/2019,28.23
25/01/2019,28.03
25/01/2019,28.22
25/01/2019,28.21
25/01/2019,28.44
25/01/2019,28.3
25/01/2019,28.47
25/01/2019,28.39
25/01/2019,28.51
25/01/2019,28.72
25/01/2019,28.26
25/01/2019,28.33
25/01/2019,28.28
26/01/2019,28.46
26/01/2019,28.41
26/01/2019,28.67
26/01/2019,28.48
26/01/2019,28.35
26/01/2019,28.54
26/01/2019,28.6
26/01/2019,28.55
26/01/2019,28.8
26/01/2019,29.02
26/01/2019,28.48
26/01/2019,28.59
26/01/2019,29.41
26/01/2019,29.32
26/01/2019,29.2
26/01/2019,29.08
26/01/2019,29.08
26/01/2019,29.33
26/01/2019,29.37
26/01/2019,28.82
26/01/2019,28.81
26/01/2019,29.23
26/01/2019,29.17
26/01/2019,29.91
27/01/2019,29.86
27/01/2019,29.68
27/01/2019,29.8
27/01/2019,29.87
27/01/2019,29.87
27/01/2019,29.99
27/01/2019,29.8
27/01/2019,30.02
27/01/2019,29.72
27/01/2019,29.56
27/01/2019,29.99
27/01/2019,30.3
27/01/2019,30.13
27/01/2019,30.28
27/01/2019,30.37
27/01/2019,30.18
27/01/2019,30.28
27/01/2019,30.16
27/01/2019,30.19
27/01/2019,30.24
27/01/2019,30.09
27/01/2019,30
27/01/2019,30.11
27/01/2019,30.32
28/01/2019,29.89
28/01/2019,29.98
28/01/2019,30.06
28/01/2019,30.08
28/01/2019,29.89
28/01/2019,29.97
28/01/2019,29.78
28/01/2019,29.94
28/01/2019,29.8
28/01/2019,29.73
28/01/2019,29.39
28/01/2019,29.58
28/01/2019,29.75
28/01/2019,29.59
28/01/2019,30.09
28/01/2019,30.23
28/01/2019,30.11
28/01/2019,29.7
28/01/2019,29.79
28/01/2019,29.5
28/01/2019,29.92
28/01/2019,29.93
28/01/2019,29.68
28/01/2019,29.88
29/01/2019,29.73
29/01/2019,29.67
29/01/2019,29.69
29/01/2019,29.93
29/01/2019,29.68
29/01/2019,29.35
29/01/2019,28.84
29/01/2019,28.83
29/01/2019,28.73
29/01/2019,28.65
29/01/2019,28.62
29/01/2019,28.83
29/01/2019,29.03
29/01/2019,29.2
29/01/2019,29.21
29/01/2019,29.55
29/01/2019,29.6
29/01/2019,29.68
29/01/2019,29.31
29/01/2019,29.37
29/01/2019,29.39
29/01/2019,29.27
29/01/2019,29.19
29/01/2019,29.23
30/01/2019,29.18
30/01/2019,29.35
30/01/2019,29.53
30/01/2019,29.25
30/01/2019,29.36
30/01/2019,29.18
30/01/2019,29.6
30/01/2019,29.23
30/01/2019,29.03
30/01/2019,29.17
30/01/2019,28.96
30/01/2019,29.07
30/01/2019,29.02
30/01/2019,28.98
30/01/2019,28.98
30/01/2019,29.03
30/01/2019,29.28
30/01/2019,29.33
30/01/2019,29.33
30/01/2019,29.19
30/01/2019,29.2
30/01/2019,29.07
30/01/2019,29.25
30/01/2019,29.11
31/01/2019,29.18
31/01/2019,29.37
31/01/2019,29.11
31/01/2019,29.3
31/01/2019,28.89
31/01/2019,29.2
31/01/2019,29.08
31/01/2019,29.17
31/01/2019,29.09
31/01/2019,28.98
31/01/2019,29.18
31/01/2019,28.88
31/01/2019,28.93
31/01/2019,29.15
31/01/2019,29.43
31/01/2019,29.16
31/01/2019,29.23
31/01/2019,29.52
31/01/2019,29.19
31/01/2019,29.32
31/01/2019,29.45
31/01/2019,29.49
31/01/2019,29.16
31/01/2019,29
01/02/2019,29.3
01/02/2019,29.17
01/02/2019,29.13
01/02/2019,29.05
01/02/2019,29.08
01/02/2019,29.09
01/02/2019,29.04
01/02/2019,29.16
01/02/2019,29.23
01/02/2019,29.24
01/02/2019,29.04
01/02/2019,28.99
01/02/2019,28.95
01/02/2019,28.98
01/02/2019,29.19
01/02/2019,29.14
01/02/2019,29.56
01/02/2019,29.27
01/02/2019,29.08
01/02/2019,29.28
01/02/2019,29.28
01/02/2019,29.44
01/02/2019,29.45
01/02/2019,29.36
02/02/2019,29.33
02/02/2019,29.33
02/02/2019,29.28
02/02/2019,29.44
02/02/2019,29.49
02/02/2019,29.24
02/02/2019,29.58
02/02/2019,29.18
02/02/2019,29.41
02/02/2019,29.26
02/02/2019,29.22
02/02/2019,28.94
02/02/2019,29.1
02/02/2019,28.93
02/02/2019,28.94
02/02/2019,29.23
02/02/2019,29.58
02/02/2019,29.61
02/02/2019,29.33
02/02/2019,29.29
02/02/2019,29.14
02/02/2019,29.4
02/02/2019,29.04
02/02/2019,28.98
03/02/2019,29.37
03/02/2019,29.37
03/02/2019,29.46
03/02/2019,29.18
03/02/2019,29.34
03/02/2019,29.39
03/02/2019,29.61
03/02/2019,29.33
03/02/2019,29.45
03/02/2019,29.38
03/02/2019,28.65
03/02/2019,28.81
03/02/2019,28.9
03/02/2019,29.36
03/02/2019,29.15
03/02/2019,29.46
03/02/2019,29.73
03/02/2019,29.29
03/02/2019,29.5
03/02/2019,29.29
03/02/2019,29.17
03/02/2019,29.26
03/02/2019,28.88
03/02/2019,28.88
04/02/2019,29.05
04/02/2019,29.22
04/02/2019,29.13
04/02/2019,28.88
04/02/2019,29.09
04/02/2019,28.88
04/02/2019,28.97
04/02/2019,29.08
04/02/2019,29.03
04/02/2019,29.08
04/02/2019,29.78
04/02/2019,30.73
04/02/2019,32.57
04/02/2019,33.66
04/02/2019,34.15
04/02/2019,34.62
04/02/2019,34.56
04/02/2019,37.47
04/02/2019,37.63
04/02/2019,37.48
04/02/2019,37.44
04/02/2019,36.58
04/02/2019,35.34
04/02/2019,34.83
05/02/2019,33.68
05/02/2019,32.73
05/02/2019,31.97
05/02/2019,31.59
05/02/2019,31.52
05/02/2019,31.53
05/02/2019,31.44
05/02/2019,30.9
05/02/2019,30.96
05/02/2019,30.84
05/02/2019,30.68
05/02/2019,31.23
05/02/2019,31.42
05/02/2019,31.26
05/02/2019,31.04
05/02/2019,31.12
05/02/2019,31.39
05/02/2019,30.99
05/02/2019,31.03
05/02/2019,30.94
05/02/2019,30.77
05/02/2019,31.01
05/02/2019,31.03
05/02/2019,30.45
06/02/2019,30.65
06/02/2019,30.58
06/02/2019,30.36
06/02/2019,30.45
06/02/2019,30.44
06/02/2019,30.29
06/02/2019,30.51
06/02/2019,30.33
06/02/2019,30.53
06/02/2019,30.59
06/02/2019,30.29
06/02/2019,30.26
06/02/2019,30.32
06/02/2019,30.23
06/02/2019,30.37
06/02/2019,30.28
06/02/2019,30.44
06/02/2019,30.62
06/02/2019,30.78
06/02/2019,30.75
06/02/2019,30.65
06/02/2019,30.57
06/02/2019,30.82
06/02/2019,30.65
07/02/2019,30.38
07/02/2019,30.63
07/02/2019,30.71
07/02/2019,30.65
07/02/2019,30.7
07/02/2019,30.55
07/02/2019,30.63
07/02/2019,30.53
07/02/2019,30.85
07/02/2019,30.68
07/02/2019,30.66
07/02/2019,30.7
07/02/2019,30.83
07/02/2019,31.14
07/02/2019,31.19
07/02/2019,31.64
07/02/2019,31.24
07/02/2019,31.06
07/02/2019,30.93
07/02/2019,31.21
07/02/2019,31.48
07/02/2019,31.88
07/02/2019,32.25
07/02/2019,31.74
08/02/2019,31.99
08/02/2019,31.78
08/02/2019,31.67
08/02/2019,31.76
08/02/2019,31.39
08/02/2019,31.33
08/02/2019,31.22
08/02/2019,31.08
08/02/2019,30.74
08/02/2019,30.88
08/02/2019,31.03
08/02/2019,30.82
08/02/2019,31.31
08/02/2019,31.27
08/02/2019,31.51
08/02/2019,31.36
08/02/2019,31.65
08/02/2019,32.04
08/02/2019,32.13
08/02/2019,32.84
08/02/2019,33.21
08/02/2019,33.92
08/02/2019,34.91
08/02/2019,36.1
09/02/2019,37.52
09/02/2019,38.6
09/02/2019,38.77
09/02/2019,39.47
09/02/2019,39
09/02/2019,37.96
09/02/2019,36.52
09/02/2019,36.31
09/02/2019,35.43
09/02/2019,34.53
09/02/2019,34.24
09/02/2019,33.73
09/02/2019,33.58
09/02/2019,33.38
09/02/2019,33.52
09/02/2019,33.48
09/02/2019,34.04
09/02/2019,34.23
09/02/2019,34.59
09/02/2019,33.82
09/02/2019,34.28
09/02/2019,36.76
09/02/2019,41.34
09/02/2019,39.84
10/02/2019,38.12
10/02/2019,38.23
10/02/2019,37.07
10/02/2019,35.86
10/02/2019,35.13
10/02/2019,34.25
10/02/2019,33.98
10/02/2019,33.28
10/02/2019,33.6
10/02/2019,32.97
10/02/2019,32.81
10/02/2019,32.57
10/02/2019,32.49
10/02/2019,32.43
10/02/2019,32.61
10/02/2019,32.07
10/02/2019,32.58
10/02/2019,32.18
10/02/2019,32.1
10/02/2019,31.96
10/02/2019,32.3
10/02/2019,31.78
10/02/2019,31.81
10/02/2019,31.83
11/02/2019,31.66
11/02/2019,31.67
11/02/2019,31.68
11/02/2019,31.59
11/02/2019,31.38
11/02/2019,31.58
11/02/2019,31.48
11/02/2019,31.62
11/02/2019,31.68
11/02/2019,31.82
11/02/2019,31.44
11/02/2019,31.22
11/02/2019,31.58
11/02/2019,31.42
11/02/2019,31.78
11/02/2019,31.91
11/02/2019,31.92
11/02/2019,31.68
11/02/2019,31.31
11/02/2019,31.32
11/02/2019,31.36
11/02/2019,31.24
11/02/2019,31.18
11/02/2019,31.47
12/02/2019,31.23
12/02/2019,31.28
12/02/2019,31.25
12/02/2019,31.02
12/02/2019,30.96
12/02/2019,30.92
12/02/2019,31.24
12/02/2019,30.99
12/02/2019,31.18
12/02/2019,30.73
12/02/2019,30.48
12/02/2019,30.75
12/02/2019,30.78
12/02/2019,31.24
12/02/2019,31.25
12/02/2019,31.23
12/02/2019,31.44
12/02/2019,30.92
12/02/2019,31.18
12/02/2019,31.33
12/02/2019,31.07
12/02/2019,31.25
12/02/2019,31.41
12/02/2019,31.61
13/02/2019,31.36
13/02/2019,31.36
13/02/2019,31.63
13/02/2019,31.58
13/02/2019,31.87
13/02/2019,31.84
13/02/2019,31.46
13/02/2019,31.83
13/02/2019,31.47
13/02/2019,31.56
13/02/2019,31.32
13/02/2019,31.14
13/02/2019,31.23
13/02/2019,31.38
13/02/2019,31.79
13/02/2019,31.96
13/02/2019,31.91
13/02/2019,31.91
13/02/2019,31.71
13/02/2019,31.88
13/02/2019,31.7
13/02/2019,31.68
13/02/2019,31.71
13/02/2019,31.92
14/02/2019,31.81
14/02/2019,31.76
14/02/2019,31.68
14/02/2019,31.61
14/02/2019,31.78
14/02/2019,31.57
14/02/2019,31.61
14/02/2019,31.53
14/02/2019,31.52
14/02/2019,31.36
14/02/2019,31.29
14/02/2019,31.33
14/02/2019,31.58
14/02/2019,31.58
14/02/2019,31.83
14/02/2019,31.63
14/02/2019,31.63
14/02/2019,31.5
14/02/2019,31.44
14/02/2019,31.37
14/02/2019,31.62
14/02/2019,31.37
14/02/2019,31.78
14/02/2019,31.59
15/02/2019,31.66
15/02/2019,31.53
15/02/2019,31.59
15/02/2019,31.79
15/02/2019,31.58
15/02/2019,31.36
15/02/2019,31.71
15/02/2019,31.44
15/02/2019,31.47
15/02/2019,30.99
15/02/2019,30.82
15/02/2019,31.12
15/02/2019,31.63
15/02/2019,31.16
15/02/2019,31.44
15/02/2019,31.8
15/02/2019,31.82
15/02/2019,31.77
15/02/2019,31.86
15/02/2019,31.73
15/02/2019,31.79
15/02/2019,31.46
15/02/2019,31.28
15/02/2019,31.32
16/02/2019,31.39
16/02/2019,31.33
16/02/2019,31.16
16/02/2019,31.43
16/02/2019,31.55
16/02/2019,31.42
16/02/2019,31.08
16/02/2019,31.05
16/02/2019,31.2
16/02/2019,30.93
16/02/2019,31.08
16/02/2019,31.18
16/02/2019,31.3
16/02/2019,31.88
16/02/2019,32.01
16/02/2019,31.89
16/02/2019,31.76
16/02/2019,31.71
16/02/2019,31.73
16/02/2019,31.64
16/02/2019,31.73
16/02/2019,31.61
16/02/2019,31.73
16/02/2019,31.53
17/02/2019,31.53
17/02/2019,31.4
17/02/2019,31.35
17/02/2019,31.38
17/02/2019,31.28
17/02/2019,31.28
17/02/2019,31.48
17/02/2019,31.36
17/02/2019,31.38
17/02/2019,31.33
17/02/2019,31.24
17/02/2019,31.17
17/02/2019,31.34
17/02/2019,31.43
17/02/2019,31.28
17/02/2019,31.36
17/02/2019,31.48
17/02/2019,31.68
17/02/2019,31.13
17/02/2019,31.63
17/02/2019,30.98
17/02/2019,31.24
17/02/2019,31.28
17/02/2019,31.41
18/02/2019,31.27
18/02/2019,31.22
18/02/2019,31.43
18/02/2019,31.14
18/02/2019,31
18/02/2019,30.92
18/02/2019,31.33
18/02/2019,31.4
18/02/2019,31.26
18/02/2019,30.88
18/02/2019,30.96
18/02/2019,31
18/02/2019,31.18
18/02/2019,31.46
18/02/2019,31.62
18/02/2019,31.65
18/02/2019,31.82
18/02/2019,31.93
18/02/2019,32.06
18/02/2019,31.67
18/02/2019,31.53
18/02/2019,31.53
18/02/2019,31.44
18/02/2019,31.36
19/02/2019,31.68
19/02/2019,31.34
19/02/2019,31.38
19/02/2019,31.49
19/02/2019,31.87
19/02/2019,31.71
19/02/2019,31.86
19/02/2019,31.6
19/02/2019,31.6
19/02/2019,31.73
19/02/2019,31.58
19/02/2019,31.81
19/02/2019,32.12
19/02/2019,32.04
19/02/2019,31.96
19/02/2019,32.29
19/02/2019,32.09
19/02/2019,32.05
19/02/2019,32.02
19/02/2019,31.82
19/02/2019,31.83
19/02/2019,31.69
19/02/2019,31.78
19/02/2019,31.63
20/02/2019,31.43
20/02/2019,31.63
20/02/2019,31.35
20/02/2019,31.18
20/02/2019,31.05
20/02/2019,30.73
20/02/2019,31.18
20/02/2019,30.91
20/02/2019,31.17
20/02/2019,31.18
20/02/2019,31.19
20/02/2019,31.01
20/02/2019,31.09
20/02/2019,31.24
20/02/2019,31.53
20/02/2019,31.53
20/02/2019,31.73
20/02/2019,31.44
20/02/2019,31.22
20/02/2019,31.19
20/02/2019,31.98
20/02/2019,31.78
20/02/2019,31.61
20/02/2019,31.73
21/02/2019,31.73
21/02/2019,31.68
21/02/2019,31.6
21/02/2019,31.4
21/02/2019,31.36
21/02/2019,31.61
21/02/2019,31.52
21/02/2019,31.78
21/02/2019,31.44
21/02/2019,31.54
21/02/2019,31.8
21/02/2019,31.75
21/02/2019,31.46
21/02/2019,31.53
21/02/2019,31.54
21/02/2019,31.75
21/02/2019,31.68
21/02/2019,31.98
21/02/2019,31.68
21/02/2019,31.83
21/02/2019,31.68
21/02/2019,31.51
21/02/2019,31.27
21/02/2019,31.58
22/02/2019,31.38
22/02/2019,31.32
22/02/2019,31.37
22/02/2019,31.17
22/02/2019,31.06
22/02/2019,31.19
22/02/2019,30.99
22/02/2019,30.88
22/02/2019,30.89
22/02/2019,30.7
22/02/2019,30.97
22/02/2019,31.23
22/02/2019,31.07
22/02/2019,30.86
22/02/2019,30.96
22/02/2019,30.81
22/02/2019,31.03
22/02/2019,31.24
22/02/2019,31.09
22/02/2019,30.95
22/02/2019,30.87
22/02/2019,31.08
22/02/2019,31.03
22/02/2019,30.53
23/02/2019,30.72
23/02/2019,30.71
23/02/2019,30.83
23/02/2019,30.45
23/02/2019,30.41
23/02/2019,30.58
23/02/2019,30.73
23/02/2019,30.53
23/02/2019,30.23
23/02/2019,30.53
23/02/2019,30.31
23/02/2019,30.29
23/02/2019,30.98
23/02/2019,30.82
23/02/2019,30.92
23/02/2019,31.13
23/02/2019,31.24
23/02/2019,31.08
23/02/2019,31.08
23/02/2019,31.33
23/02/2019,31.16
23/02/2019,31.28
23/02/2019,31.4
23/02/2019,31.33
24/02/2019,30.98
24/02/2019,30.89
24/02/2019,30.95
24/02/2019,31.14
24/02/2019,31.02
24/02/2019,31.19
24/02/2019,31.37
24/02/2019,31.02
24/02/2019,30.76
24/02/2019,30.68
24/02/2019,30.64
24/02/2019,30.98
24/02/2019,31.14
24/02/2019,31.19
24/02/2019,31.27
24/02/2019,31.1
24/02/2019,31.19
24/02/2019,31.11
24/02/2019,31.16
24/02/2019,30.96
24/02/2019,31.28
24/02/2019,31.05
24/02/2019,30.88
24/02/2019,31.18
25/02/2019,31.03
25/02/2019,31.05
25/02/2019,30.78
25/02/2019,30.48
25/02/2019,30.65
25/02/2019,30.73
25/02/2019,30.57
25/02/2019,30.74
25/02/2019,30.55
25/02/2019,30.36
25/02/2019,30.36
25/02/2019,30.23
25/02/2019,30.18
25/02/2019,30.51
25/02/2019,30.72
25/02/2019,30.38
25/02/2019,31.18
25/02/2019,31.3
25/02/2019,31.01
25/02/2019,31.01
25/02/2019,30.87
25/02/2019,30.75
25/02/2019,30.52
25/02/2019,30.35
26/02/2019,30.62
26/02/2019,30.62
26/02/2019,30.93
26/02/2019,30.78
26/02/2019,30.9
26/02/2019,30.6
26/02/2019,30.48
26/02/2019,30.31
26/02/2019,30.56
26/02/2019,30.31
26/02/2019,30.43
26/02/2019,30.57
26/02/2019,30.71
26/02/2019,30.85
26/02/2019,30.89
26/02/2019,31.06
26/02/2019,31.11
26/02/2019,31.04
26/02/2019,31.04
26/02/2019,30.95
26/02/2019,30.86
26/02/2019,31.07
26/02/2019,30.78
26/02/2019,30.27
27/02/2019,30.23
27/02/2019,30.22
27/02/2019,30.17
27/02/2019,30.5
27/02/2019,30.38
27/02/2019,30.48
27/02/2019,30.37
27/02/2019,30.23
27/02/2019,30.32
27/02/2019,29.95
27/02/2019,30.53
27/02/2019,30.37
27/02/2019,30.41
27/02/2019,30.78
27/02/2019,31.05
27/02/2019,31.57
27/02/2019,31.47
27/02/2019,31.67
27/02/2019,31.44
27/02/2019,31.3
27/02/2019,31.34
27/02/2019,31.19
27/02/2019,31.41
27/02/2019,31.18
28/02/2019,31.51
28/02/2019,31.17
28/02/2019,31.26
28/02/2019,31.13
28/02/2019,31.17
28/02/2019,31.2
28/02/2019,31.35
28/02/2019,31.19
28/02/2019,31.38
28/02/2019,30.88
28/02/2019,30.58
28/02/2019,30.88
28/02/2019,31.17
28/02/2019,31.24
28/02/2019,31.03
28/02/2019,31.53
28/02/2019,31.71
28/02/2019,31.78
28/02/2019,31.73
28/02/2019,31.36
28/02/2019,31.53
28/02/2019,31.08
28/02/2019,31
28/02/2019,30.61
01/03/2019,30.62
01/03/2019,30.89
01/03/2019,30.85
01/03/2019,31.1
01/03/2019,30.94
01/03/2019,30.87
01/03/2019,30.93
01/03/2019,30.84
01/03/2019,30.88
01/03/2019,30.53
01/03/2019,30.41
01/03/2019,30.48
01/03/2019,30.38
01/03/2019,30.1
01/03/2019,31.3
01/03/2019,30.98
01/03/2019,30.65
01/03/2019,31.36
01/03/2019,31.08
01/03/2019,30.89
01/03/2019,31.19
01/03/2019,30.74
01/03/2019,30.93
01/03/2019,30.98
02/03/2019,30.98
02/03/2019,30.6
02/03/2019,30.64
02/03/2019,30.48
02/03/2019,30.46
02/03/2019,30.47
02/03/2019,30.24
02/03/2019,30.53
02/03/2019,30.51
02/03/2019,30.46
02/03/2019,30.41
02/03/2019,30.5
02/03/2019,30.66
02/03/2019,30.39
02/03/2019,31.18
02/03/2019,30.73
02/03/2019,30.86
02/03/2019,30.98
02/03/2019,31.08
02/03/2019,31.06
02/03/2019,30.63
02/03/2019,30.73
02/03/2019,30.73
02/03/2019,30.84
03/03/2019,30.87
03/03/2019,30.93
03/03/2019,31.31
03/03/2019,31.29
03/03/2019,31.78
03/03/2019,31.83
03/03/2019,31.73
03/03/2019,31.71
03/03/2019,31.58
03/03/2019,31.19
03/03/2019,31.13
03/03/2019,31.2
03/03/2019,31.25
03/03/2019,31.32
03/03/2019,31.03
03/03/2019,31.48
03/03/2019,31.03
03/03/2019,31.15
03/03/2019,31.07
03/03/2019,31.29
03/03/2019,30.97
03/03/2019,30.83
03/03/2019,31.08
03/03/2019,31.05
04/03/2019,30.88
04/03/2019,31.28
04/03/2019,31.75
04/03/2019,31.79
04/03/2019,31.92
04/03/2019,32.08
04/03/2019,31.83
04/03/2019,31.76
04/03/2019,31.65
04/03/2019,31.43
04/03/2019,31.42
04/03/2019,31.38
04/03/2019,31.55
04/03/2019,31.61
04/03/2019,31.74
04/03/2019,31.62
04/03/2019,31.48
04/03/2019,31.88
04/03/2019,31.94
04/03/2019,32
04/03/2019,31.92
04/03/2019,31.63
04/03/2019,31.66
04/03/2019,31.63
05/03/2019,31.74
05/03/2019,31.48
05/03/2019,31.54
05/03/2019,31.6
05/03/2019,31.57
05/03/2019,31.75
05/03/2019,32.18
05/03/2019,32.23
05/03/2019,32.35
05/03/2019,32.16
05/03/2019,32.17
05/03/2019,31.85
05/03/2019,32.23
05/03/2019,32.4
05/03/2019,32.45
05/03/2019,32.23
05/03/2019,32.2
05/03/2019,32.13
05/03/2019,32.3
05/03/2019,31.88
05/03/2019,31.63
05/03/2019,31.75
05/03/2019,31.48
05/03/2019,31.58
06/03/2019,31.38
06/03/2019,31.43
06/03/2019,31.19
06/03/2019,31.18
06/03/2019,31.22
06/03/2019,30.86
06/03/2019,31.08
06/03/2019,30.69
06/03/2019,30.7
06/03/2019,30.7
06/03/2019,30.73
06/03/2019,30.79
06/03/2019,31.08
06/03/2019,30.91
06/03/2019,31.16
06/03/2019,31.26
06/03/2019,31.45
06/03/2019,31.66
06/03/2019,31.6
06/03/2019,31.88
06/03/2019,32.13
06/03/2019,32.16
06/03/2019,32.84
06/03/2019,33.63
07/03/2019,33.84
07/03/2019,33.48
07/03/2019,33.03
07/03/2019,32.7
07/03/2019,32.51
07/03/2019,32.75
07/03/2019,32.51
07/03/2019,32.44
07/03/2019,32.45
07/03/2019,32.56
07/03/2019,32.38
07/03/2019,32.38
07/03/2019,32.4
07/03/2019,32.75
07/03/2019,32.88
07/03/2019,33.39
07/03/2019,33.89
07/03/2019,34.78
07/03/2019,34.88
07/03/2019,34.34
07/03/2019,33.83
07/03/2019,33.39
07/03/2019,32.93
07/03/2019,32.8
08/03/2019,32.84
08/03/2019,32.74
08/03/2019,32.85
08/03/2019,32.5
08/03/2019,32.5
08/03/2019,32.64
08/03/2019,32.56
08/03/2019,32.79
08/03/2019,32.39
08/03/2019,32.03
08/03/2019,31.64
08/03/2019,31.68
08/03/2019,31.67
08/03/2019,32.23
08/03/2019,32.43
08/03/2019,32.06
08/03/2019,32.28
08/03/2019,32
08/03/2019,31.72
08/03/2019,31.69
08/03/2019,31.58
08/03/2019,31.43
08/03/2019,31.4
08/03/2019,31.53
09/03/2019,31.29
09/03/2019,31.59
09/03/2019,31.16
09/03/2019,31.3
09/03/2019,31.52
09/03/2019,31.92
09/03/2019,32.23
09/03/2019,32.78
09/03/2019,33.08
09/03/2019,33.47
09/03/2019,33.6
09/03/2019,33.33
09/03/2019,33.56
09/03/2019,33.32
